ID,Category,Language,Genre,Pubdate,Author_Last,Author_First,Work_Title,token_count,total_characters,avg_sentence_length,avg_word_length,speed_avg,circuitousness,volume,goodreads_avg,goodreads_URL
[Heist Society 2] Uncommon Criminals - Ally Carter.txt,FIC,English,Young Adult,2011,Carter,Ally,UncommonCriminals,80392,34,14.1063344446,4.1295705865,-2.4068,0.17579,-3.0142,4.13,https://www.goodreads.com/search?q=Ally+Carter+Uncommon+Criminals
"2001_2011_Wilson,RobertCharles_TheChronoliths_SF.txt",FIC,English,Science Fiction,2001,Wilson,RobertCharles,TheChronoliths,103230,34,15.3501858736,4.3091605274,-2.2599,0.23048,-2.9521,3.67,https://www.goodreads.com/search?q=+The+Chronoliths
"2001_Martel,Yann_LifeofPi_BS.txt",FIC,English,Unkown,2001,Yann,Martel,LifeofPi,124445,27,13.9029158753,4.1742168196,-2.1545,0.15124,-2.83,3.93,https://www.goodreads.com/search?q=+Lifeof+Pi
"2002_2011_Anderson,MT_Feed_SF.txt",FIC,English,Science Fiction,2002,Anderson,MT,Feed,67075,14,12.149067198,3.8896610357,-2.3438,0.13506,-2.8989,3.56,https://www.goodreads.com/search?q=MT+Anderson+Feed
"2002_Baker,Jo_Offcomer_CT.txt",FIC,English,Unkown,2002,Baker,Jo,Offcomer,88042,24,12.6370030142,4.226161148,-2.1152,0.26496,-2.8866,2.58,https://www.goodreads.com/search?q=Jo+Baker+Offcomer
"2002_Kidd,SueMonk_TheSecretLifeofBees_BS.txt",FIC,English,Unkown,2002,SueMonk,Kidd,TheSecretLifeofBees,114053,45,15.9336406818,3.9752550782,-2.3821,0.19713,-3.0648,4.07,https://www.goodreads.com/search?q=+The+Secret+Lifeof+Bees
"2002_Sebold,Alice_LovelyBones_BS.txt",FIC,English,Unkown,2002,Alice,Sebold,LovelyBones,118470,48,16.3474541189,4.1024308149,-2.3458,0.20992,-3.0493,3.83,https://www.goodreads.com/search?q=Sebold+Alice+Lovely+Bones
"2003_Hosseini,Khaled_TheKiteRunner_BS.txt",FIC,English,Unkown,2003,Khaled,Hosseini,TheKiteRunner,133511,65,13.9117432531,4.0713386754,-2.2408,0.20092,-2.9666,4.32,https://www.goodreads.com/search?q=Hosseini+Khaled+The+Kite+Runner
"2003_Landay,William_MissionFlats_MY.txt",FIC,English,Mystery,2003,Landay,William,MissionFlats,150447,66,12.472807163,4.0984368364,-2.1397,0.26245,-2.9433,3.56,https://www.goodreads.com/search?q=William+Landay+Mission+Flats
"2003_Low,Gennita_IntoDanger_ROM.txt",FIC,English,Romance,2003,Low,Gennita,IntoDanger,152074,34,12.9479778629,4.1890747323,-2.3083,0.2437,-3.0897,4.02,https://www.goodreads.com/search?q=Gennita+Low+Into+Danger
"2004_Mitchell,David_CloudAtlas_BS.txt",FIC,English,Unkown,2004,David,Mitchell,CloudAtlas,205995,171,15.5315539471,4.3490940731,-2.2454,0.17764,-2.9738,4.0,https://www.goodreads.com/search?q=Mitchell+David+Cloud+Atlas
"2004_Picoult,Jodi_MySistersKeeper_BS.txt",FIC,English,Unkown,2004,Jodi,Picoult,MySistersKeeper,162966,44,14.9290949066,3.961208577,-2.3783,0.20985,-3.1141,4.09,https://www.goodreads.com/search?q=Picoult+Jodi+My+Sisters+Keeper
"2004_Weatherford,Jack_GenghisKhanandtheMakingoftheModernWorld_HIST.txt",NON,English,Historical,2004,Weatherford,Jack,GenghisKhanandtheMakingoftheModernWorld,129875,70,29.1264857591,4.7931543912,-2.2094,0.12911,-2.8735,4.01,https://www.goodreads.com/search?q=+Genghis+Khanandthe+Makingofthe+Modern+World
"2005_Banville,John_TheSea_PW.txt",FIC,English,Unkown,2005,Banville,John,TheSea,71985,22,25.2313354364,4.215528953,-2.3649,0.16614,-2.9601,3.53,https://www.goodreads.com/search?q=John+Banville+The+Sea
"2005_Barfoot,Joan_Luck_PW.txt",FIC,English,Unkown,2005,Barfoot,Joan,Luck,110692,16,17.5228747823,4.3069309085,-2.3332,0.21618,-3.0285,3.17,https://www.goodreads.com/search?q=Joan+Barfoot+Luck
"2005_Barnes,Julian_ArthurGeorge_PW.txt",FIC,English,Unkown,2005,Barnes,Julian,ArthurGeorge,189235,104,16.8104290664,4.3883704145,-2.2639,0.21028,-3.0739,3.72,https://www.goodreads.com/search?q=Julian+Barnes+Arthur+George
"2005_Barry,Sebastian_LongLongWay_PW.txt",FIC,English,Unkown,2005,Barry,Sebastian,LongLongWay,111327,49,18.635252762,4.1445701811,-2.2828,0.26358,-3.055,4.11,https://www.goodreads.com/search?q=Sebastian+Barry+Long+Long+Way
"2005_Bergen,David_TheTimeinBetween_PW.txt",FIC,English,Unkown,2005,Bergen,David,TheTimeinBetween,93948,40,14.0577584917,4.03058464,-2.3158,0.19174,-2.982,4.15,https://www.goodreads.com/search?q=+The+Timein+Between
"2005_Boyden,Joseph_ThreeDayRoad_PW.txt",FIC,English,Unkown,2005,Boyden,Joseph,ThreeDayRoad,161776,38,15.534472825,3.9728565974,-2.259,0.23701,-3.0935,4.29,https://www.goodreads.com/search?q=Joseph+Boyden+Three+Day+Road
"2005_Coffey,Wayne_TheBoysofWinter_NF.txt",NON,English,Mixed Genre,2005,Coffey,Wayne,TheBoysofWinter,89806,104,21.3823809524,4.376386464,-2.3016,0.20239,-2.9457,4.22,https://www.goodreads.com/search?q=+The+Boysof+Winter
"2005_Connelly,Michael_TheLincolnLawyer_BS.txt",FIC,English,Unkown,2005,Michael,Connelly,TheLincolnLawyer,167147,74,13.14462095,3.9863450386,-2.1984,0.32957,-3.1064,4.18,https://www.goodreads.com/search?q=Connelly+Michael+The+Lincoln+Lawyer
"2005_Danticat,Edwidge_DewBreaker_PW.txt",FIC,English,Unkown,2005,Danticat,Edwidge,DewBreaker,75925,43,20.2304822808,4.2057827559,-2.3327,0.091801,-2.8527,3.82,https://www.goodreads.com/search?q=Edwidge+Danticat+Dew+Breaker
"2005_Dicker,John_UnitedStatesofWal-Mart_NF.txt",NON,English,Mixed Genre,2005,Dicker,John,UnitedStatesofWalMart,70260,22,25.8879882093,4.6337480053,-2.319,0.080537,-2.7854,3.0,https://www.goodreads.com/search?q=+United+Statesof+Wal+Mart
"2005_Doctorow,EL_TheMarch_PW.txt",FIC,English,Unkown,2005,Doctorow,EL,TheMarch,123588,74,17.460864651,4.2394563683,-2.2755,0.2411,-3.0369,3.73,https://www.goodreads.com/search?q=EL+Doctorow+The+March
"2005_Fried,Golda_Nellcott_PW.txt",FIC,English,Unkown,2005,Fried,Golda,Nellcott,47208,17,12.5386454183,4.0913198213,-2.4282,0.16585,-2.9543,3.66,https://www.goodreads.com/search?q=Golda+Fried+Nellcott
"2005_Gaitskill,Mary_Veronica_PW.txt",FIC,English,Unkown,2005,Gaitskill,Mary,Veronica,95256,46,14.7,4.0531753531,-2.4164,0.14338,-3.0127,3.4,https://www.goodreads.com/search?q=Mary+Gaitskill+Veronica
"2005_Gardner,Lisa_Alone_BS.txt",FIC,English,Unkown,2005,Lisa,Gardner,Alone,133233,50,12.2321887624,4.2175923342,-2.1546,0.28657,-2.9514,3.97,https://www.goodreads.com/search?q=Gardner+Lisa+Alone
"2005_Gibb,Camilla_SweetnessintheBelly_PW.txt",FIC,English,Unkown,2005,Gibb,Camilla,SweetnessintheBelly,107408,52,16.3781640744,4.271869933,-2.2324,0.2283,-2.9421,3.91,https://www.goodreads.com/search?q=+Sweetnessinthe+Belly
"2005_Giffin,Emily_SomethingBorrowed_BS.txt",FIC,English,Unkown,2005,Emily,Giffin,SomethingBorrowed,141991,49,12.4728566409,3.9848081672,-2.3377,0.20341,-3.0494,3.87,https://www.goodreads.com/search?q=Giffin+Emily+Something+Borrowed
"2005_Gill,Charlotte_Ladykiller_PW.txt",FIC,English,Unkown,2005,Gill,Charlotte,Ladykiller,73143,23,11.7574344961,4.1982516289,-2.3803,0.11784,-2.8874,3.49,https://www.goodreads.com/search?q=Charlotte+Gill+Ladykiller
"2005_Gladwell,Malcom_Blink_NF.txt",NON,English,Mixed Genre,2005,Gladwell,Malcom,Blink,100048,77,19.5177526336,4.4215679515,-2.1877,0.10836,-2.7195,4.15,https://www.goodreads.com/search?q=Malcom+Gladwell+Blink
"2005_Ishiguro,Kazuo_NeverLetMeGo_PW.txt",FIC,English,Unkown,2005,Ishiguro,Kazuo,NeverLetMeGo,117523,28,19.5610852197,3.9681014566,-2.3666,0.24997,-3.1221,3.84,https://www.goodreads.com/search?q=Kazuo+Ishiguro+Never+Let+Me+Go
"2005_Jin,Ha_WarTrash_PW.txt",FIC,English,Unkown,2005,Jin,Ha,WarTrash,154627,70,17.8264929675,4.3049097349,-2.2225,0.22027,-3.0301,3.79,https://www.goodreads.com/search?q=Ha+Jin+War+Trash
"2005_Johnson,Craig_TheColdDish_MY.txt",FIC,English,Mystery,2005,Johnson,Craig,TheColdDish,163863,56,15.3876420321,4.0542702734,-2.3674,0.20693,-3.1191,4.11,https://www.goodreads.com/search?q=Craig+Johnson+The+Cold+Dish
"2005_Kramer,PeterD_AgainstDepression_NF.txt",NON,English,Mixed Genre,2005,Kramer,PeterD,AgainstDepression,113086,52,19.1411645227,4.9910840558,-2.2009,0.15788,-2.8206,4.03,https://www.goodreads.com/search?q=+Against+Depression
"2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS.txt",FIC,English,Unkown,2005,Stieg,Larsson,TheGirlWithTheDragonTattoo,198905,82,15.1005921652,4.3203989312,-2.1332,0.29562,-3.091,4.15,https://www.goodreads.com/search?q=Larsson+Stieg+The+Girl+With+The+Dragon+Tattoo
"2005_Moore,Lisa_Alligator_PW.txt",FIC,English,Unkown,2005,Moore,Lisa,Alligator,96001,39,17.5987167736,4.1774621761,-2.3069,0.16469,-2.9335,3.3,https://www.goodreads.com/search?q=Lisa+Moore+Alligator
"2005_Pate,Kathy_Alphabet_PW.txt",FIC,English,Unkown,2005,Page,Kathy,Alphabet,121227,56,16.3621271427,3.9926797833,-2.3754,0.25787,-3.1089,3.58,https://www.goodreads.com/search?q=Kathy+Page+Alphabet
"2005_Perl,Jed_NewArtCity_NF.txt",NON,English,Mixed Genre,2005,Perl,Jed,NewArtCity,244294,255,31.0135838517,4.698218589,-2.3916,0.12635,-3.1475,3.94,https://www.goodreads.com/search?q=Jed+Perl+New+Art+City
"2005_Ravel,Edeet_WallofLight_PW.txt",FIC,English,Unkown,2005,Ravel,Edeet,WallofLight,89479,35,16.687616561,4.0536508597,-2.2254,0.29478,-3.0079,3.5,https://www.goodreads.com/search?q=+Wallof+Light
"2005_SafranFoer,Jonathan_ExtremelyLoudandIncrediblyClose_BS.txt",FIC,English,Unkown,2005,Jonathan,SafranFoer,ExtremelyLoudandIncrediblyClose,118077,26,14.2175797712,3.7921818182,-1.8478,0.13699,-2.8924,3.97,https://www.goodreads.com/search?q=+Extremely+Loudand+Incredibly+Close
"2005_Savan,Leslie_SlamDunks_NF.txt",NON,English,Mixed Genre,2005,Savan,Leslie,SlamDunks,121883,64,24.4303467629,4.523586514,-2.2442,0.090013,-2.7629,3.18,https://www.goodreads.com/search?q=Leslie+Savan+Slam+Dunks
"2005_Sorrentino,Christopher_Trance_PW.txt",FIC,English,Unkown,2005,Sorrentino,Christopher,Trance,224238,92,16.2115384615,4.3606520059,-2.1921,0.25226,-3.0761,3.49,https://www.goodreads.com/search?q=Christopher+Sorrentino+Trance
"2005_Steinke,Rene_HolySkirts_PW.txt",FIC,English,Unkown,2005,Steinke,Rene,HolySkirts,154608,54,17.2016021362,4.2045948582,-2.405,0.20689,-3.1399,3.63,https://www.goodreads.com/search?q=Rene+Steinke+Holy+Skirts
"2005_Tripp,CA_IntimateWorldofAbraham_NF.txt",NON,English,Mixed Genre,2005,Trip,CA,IntimateWorldofAbraham,136633,108,29.1514828248,4.552858314,-2.2786,0.13718,-2.9447,3.3,https://www.goodreads.com/search?q=+Intimate+Worldof+Abraham
"2005_Vollmann,WilliamT_EuropeCentral_PW.txt",FIC,English,Unkown,2005,Vollmann,WilliamT,EuropeCentral,416807,284,19.9687155656,4.515838557,-2.3415,0.19809,-3.4032,3.93,https://www.goodreads.com/search?q=+Europe+Central
"2005_Walls,Jeannette_GlassCastle_NF.txt",NON,English,Mixed Genre,2005,Walls,Jeanette,GlassCastle,119794,46,17.6193557876,4.039120138,-2.2552,0.18115,-2.9268,5.0,https://www.goodreads.com/search?q=Jeanette+Walls+Glass+Castle
"2005_Warren,LouisS_BuffaloBillsAmerica_NF.txt",NON,English,Mixed Genre,2005,Warren,LouisS,BuffaloBillsAmerica,286813,176,28.3636273734,4.7954766294,-2.2254,0.14158,-3.0955,3.75,https://www.goodreads.com/search?q=+Buffalo+Bills+America
"2005_Yarbrough,Steve_PrisonersofWar_PW.txt",FIC,English,Unkown,2005,Yarbrough,Steve,PrisonersofWar,90987,43,17.9887307236,4.0774341836,-2.3328,0.23439,-3.0067,4.03,https://www.goodreads.com/search?q=+Prisonersof+War
"2006_Behrens,Peter_LawofDreams_PW.txt",FIC,English,Unkown,2006,Behrens,Peter,LawofDreams,140456,51,12.6297994785,4.1845276286,-2.2222,0.21039,-2.9389,3.0,https://www.goodreads.com/search?q=+Lawof+Dreams
"2006_Brooks,Max_WorldWarZ_BS.txt",FIC,English,Unkown,2006,Max,Brooks,WorldWarZ,141370,34,16.674923331,4.3056756288,-2.2774,0.17333,-2.9543,4.01,https://www.goodreads.com/search?q=Brooks+Max+World+War+Z
"2006_Campbell,Jack_TheLostFleet_SF.txt",FIC,English,Science Fiction,2006,Campbell,Jack,TheLostFleet,115415,31,15.2061923584,4.419698178,-2.3351,0.1903,-3.002,3.96,https://www.goodreads.com/search?q=Jack+Campbell+The+Lost+Fleet
"2006_Cole,Trevor_TheFearsomeParticles_PW.txt",FIC,English,Unkown,2006,Cole,Trevor,TheFearsomeParticles,111577,41,17.3552652045,4.1618859322,-2.2719,0.18959,-2.941,3.45,https://www.goodreads.com/search?q=Trevor+Cole+The+Fearsome+Particles
"2006_Dawkins,Richard_TheGodDelusion_NF.txt",NON,English,Mixed Genre,2006,Dawkins,Richard,TheGodDelusion,149731,90,24.4339099217,4.7041829695,-2.1945,0.1175,-2.7859,3.9,https://www.goodreads.com/search?q=Richard+Dawkins+The+God+Delusion
"2006_Dennett,DanielC_BreakingtheSpell_NF.txt",NON,English,Mixed Genre,2006,Dennett,DanielC,BreakingtheSpell,130776,32,30.2512144344,4.7662033599,-2.2885,0.12659,-2.8925,3.89,https://www.goodreads.com/search?q=+Breakingthe+Spell
"2006_Ehrenreich,Barbara_DancingInTheStreets_NF.txt",NON,English,Mixed Genre,2006,Ehrenreich,Barbara,DancingintheStreets,94942,37,33.1154516917,5.0155502392,-2.3302,0.042989,-2.793,3.82,https://www.goodreads.com/search?q=+Dancinginthe+Streets
"2006_Fisher,Karen_ASuddenCountry_PW.txt",FIC,English,Unkown,2006,Fisher,Karen,ASuddenCountry,148406,62,13.679233109,4.167077882,-2.3454,0.21917,-3.1056,3.65,https://www.goodreads.com/search?q=Karen+Fisher+A+Sudden+Country
"2006_Golden,Daniel_PriceofAdmission_NF.txt",NON,English,Mixed Genre,2006,Golden,Daniel,PriceofAdmission,121547,131,24.6846060114,4.8947670855,-2.261,0.11375,-2.876,3.63,https://www.goodreads.com/search?q=+Priceof+Admission
"2006_Grandin,Greg_EmpiresWorkshop_HIST.txt",NON,English,Historical,2006,Grandin,Greg,EmpiresWorkshop,84357,49,37.014918824,5.2505294681,-2.314,0.085751,-2.8471,4.04,https://www.goodreads.com/search?q=Greg+Grandin+Empires+Workshop
"2006_Grenville,Kate_SecretRiver_PW.txt",FIC,English,Unkown,2006,Grenville,Kate,SecretRiver,128212,45,18.9438534279,4.082570508,-2.4515,0.14056,-3.111,3.81,https://www.goodreads.com/search?q=Kate+Grenville+Secret+River
"2006_Gruen,Sara_WaterforElephants_BS.txt",FIC,English,Unkown,2006,Sara,Gruen,WaterforElephants,131563,48,12.1761221657,4.0070083761,-2.2311,0.28179,-3.0214,4.1,https://www.goodreads.com/search?q=+Waterfor+Elephants
"2006_Hage,Rawi_DeNirosGame_PW.txt",FIC,English,Unkown,2006,Hage,Rawi,DeNirosGame,80431,35,13.6162180464,4.0625201135,-2.2299,0.22335,-2.9218,3.77,https://www.goodreads.com/search?q=Rawi+Hage+De+Niros+Game
"2006_Jacobs,Kate_FridayNightKnitting_BS.txt",FIC,English,Unkown,2006,Kate,Jacobs,FridayNightKnitting,148016,41,15.6780002118,4.159751173,-2.367,0.206,-3.0918,3.43,https://www.goodreads.com/search?q=Jacobs+Kate+Friday+Night+Knitting
"2006_Kalfus,Ken_DisorderPeculiar_PW.txt",FIC,English,Unkown,2006,Kalfus,Ken,DisorderPeculiar,88293,39,15.917252569,4.4753927262,-2.2554,0.19704,-2.8952,3.05,https://www.goodreads.com/search?q=Ken+Kalfus+Disorder+Peculiar
"2006_Kean,ThomasH_Hamilton,LeeH_WithoutPrecedent-TheInsideStory_NF.txt",NON,English,Mixed Genre,2006,Kean,ThomasH,WithoutPrecendent,161903,101,26.0545542324,4.877687686,-2.2743,0.12666,-2.9696,4.36,https://www.goodreads.com/search?q=+Without+Precendent
"2006_Kuczynski,Alex_BeautyJunkies_NF.txt",NON,English,Mixed Genre,2006,Kuczynski,Alex,BeautyJunkies,109813,48,22.5906192142,4.6119819943,-2.1226,0.16395,-2.7853,3.58,https://www.goodreads.com/search?q=Alex+Kuczynski+Beauty+Junkies
"2006_Lam,Vincent_BloodlettingandMiraculousCures_PW.txt",FIC,English,Unkown,2006,Lam,Vincent,BloodlettingandMiraculousCures,101841,50,13.7977238857,4.2570217149,-2.1149,0.17446,-2.759,3.51,https://www.goodreads.com/search?q=+Bloodlettingand+Miraculous+Cures
"2006_Larsson,Stieg_TheGirlWhoPlayedWithFire_BS.txt",FIC,English,Unkown,2006,Stieg,Larsson,TheGirlWhoPlayedWithFire,220859,95,14.0290287747,4.3115924868,-2.2075,0.25983,-3.1548,4.24,https://www.goodreads.com/search?q=Larsson+Stieg+The+Girl+Who+Played+With+Fire
"2006_Lemov,Rebecca_WorldasLaboratory_NF.txt",NON,English,Mixed Genre,2006,Lemov,Rebecca,WorldasLaboratory,97121,45,31.9057161629,5.0043725352,-2.3388,0.097057,-2.8695,3.86,https://www.goodreads.com/search?q=+Worldas+Laboratory
"2006_Mansfield,HarveyC_Manliness_NF.txt",NON,English,Mixed Genre,2006,Mansfield,HarveyC,Manliness,121566,72,25.7937619351,4.633741332,-2.3721,0.082019,-2.9307,4.2,https://www.goodreads.com/search?q=+Manliness
"2006_Matar,Hisham_CountryofMen_PW.txt",FIC,English,Unkown,2006,Matar,Hisham,CountryofMen,84268,30,15.6777674419,4.0733638007,-2.337,0.17027,-2.9729,3.71,https://www.goodreads.com/search?q=+Countryof+Men
"2006_Michaels,WalterBenn_TheTroublewithDiversity_NF.txt",NON,English,Mixed Genre,2006,Michaels,WalterBenn,TheTroublewithDiversity,66749,43,32.2770793037,4.5750221254,-2.2196,0.090981,-2.7149,3.61,https://www.goodreads.com/search?q=+The+Troublewith+Diversity
"2006_Obama,Barack_AudacityofHope_NF.txt",NON,English,Mixed Genre,2006,Obama,Barack,AudacityofHope,136360,51,30.9136250283,4.7220171489,-2.1731,0.14194,-2.8552,5.0,https://www.goodreads.com/search?q=+Audacityof+Hope
"2006_Perle,Liz_MoneyMemoir_NF.txt",NON,English,Mixed Genre,2006,Perle,Liz,MoneyMemoir,77677,36,20.2073361082,4.3126614224,-2.2445,0.25918,-2.9431,3.25,https://www.goodreads.com/search?q=Liz+Perle+Money+Memoir
"2006_Powers,Richard_EchoMaker_PW.txt",FIC,English,Unkown,2006,Powers,Richard,EchoMaker,208771,47,11.7703670294,4.3311302861,-2.2391,0.27088,-3.1276,3.43,https://www.goodreads.com/search?q=Richard+Powers+Echo+Maker
"2006_Quiviger,Pascale_PerfectCircle_PW.txt",FIC,English,Unkown,2006,Quiviger,Pascale,PerfectCircle,58738,13,21.0078683834,4.2361533536,-2.2378,0.17666,-2.8217,3.23,https://www.goodreads.com/search?q=Pascale+Quiviger+Perfect+Circle
"2006_Salter,James_LastNight_PW.txt",FIC,English,Unkown,2006,Salter,James,LastNight,40342,34,11.2561383929,4.0454655895,-2.2212,0.30079,-2.8823,3.86,https://www.goodreads.com/search?q=James+Salter+Last+Night
"2006_Soucy,Gaetan_ImmaculateConception_PW.txt",FIC,English,Unkown,2006,Soucy,Gaetan,ImmaculateConception,105547,31,15.2194664744,4.3336371718,-2.3075,0.20067,-2.994,3.74,https://www.goodreads.com/search?q=Gaetan+Soucy+Immaculate+Conception
"2006_Sparks,Nicholas_DearJohn_BS.txt",FIC,English,Unkown,2006,Nicholas,Sparks,DearJohn,108355,14,15.2440911649,3.9326332166,-2.328,0.22976,-3.0567,4.04,https://www.goodreads.com/search?q=Sparks+Nicholas+Dear+John
"2006_Spiotta,Dana_EattheDocument_PW.txt",FIC,English,Unkown,2006,Spiotta,Dana,EattheDocument,95005,33,13.5411915621,4.3067949656,-2.154,0.19055,-2.8326,3.64,https://www.goodreads.com/search?q=+Eatthe+Document
"2006_Wagner,Bruce_TheChrysanthemumPalace_PW.txt",FIC,English,Unkown,2006,Wagner,Bruce,TheChrysanthemumPalace,87006,42,16.6010303377,4.3687831426,-2.3176,0.22162,-2.9737,3.33,https://www.goodreads.com/search?q=Bruce+Wagner+The+Chrysanthemum+Palace
"2006_Walter,Jess_TheZero_PW.txt",FIC,English,Unkown,2006,Walter,Jess,TheZero,132456,45,13.733125972,4.1419363878,-2.1652,0.27815,-2.9435,3.51,https://www.goodreads.com/search?q=Jess+Walter+The+Zero
"2006_Waters,Sarah_NightWatch_PW.txt",FIC,English,Unkown,2006,Waters,Sarah,NightWatch,208443,51,14.350636833,3.9976199658,-2.2552,0.26208,-3.1661,3.69,https://www.goodreads.com/search?q=Sarah+Waters+Night+Watch
"2006_Windley,Carol_HomeSchooling_PW.txt",FIC,English,Unkown,2006,Windley,Carol,HomeSchooling,92521,66,15.9354116431,4.1766301204,-2.3725,0.12742,-2.9502,3.36,https://www.goodreads.com/search?q=Carol+Windley+Home+Schooling
"2007_Beah,Ishmael_ALongWayGone_NF.txt",NON,English,Mixed Genre,2007,Beah,Ishmael,AlongWayGone,92756,27,17.1326191356,4.0867956989,-2.2864,0.1883,-2.9339,4.14,https://www.goodreads.com/search?q=+Along+Way+Gone
"2007_Berlinski,Mischa_Fieldwork_PW.txt",FIC,English,Unkown,2007,Berlinski,Mischa,Fieldwork,136952,85,21.6183109708,4.3148520247,-2.211,0.15906,-2.8995,3.63,https://www.goodreads.com/search?q=Mischa+Berlinski+Fieldwork
"2007_Chariandy,David_Soucouyant_PW.txt",FIC,English,Unkown,2007,Chariandy,David,Soucouyant,64368,11,13.9900021734,4.2913254251,-2.2001,0.19826,-2.811,3.79,https://www.goodreads.com/search?q=David+Chariandy+Soucouyant
"2007_DAmbrosio,Charles_TheDeadFishMuseum_PW.txt",FIC,English,Unkown,2007,DAmbrosio,Charles,TheDeadFishMuseum,87761,39,15.9565454545,4.1416445109,-2.2896,0.16325,-2.8691,3.94,https://www.goodreads.com/search?q=Charles+DAmbrosio+The+Dead+Fish+Museum
"2007_Davis,Lydia_VarietiesofDistrubanceStories_PW.txt",FIC,English,Unkown,2007,Davis,Lydia,VarietiesofDistrubanceStories,67540,30,23.7816901408,4.2478542234,-2.0674,0.12896,-2.6198,3.83,https://www.goodreads.com/search?q=+Varietiesof+Distrubance+Stories
"2007_Dean,JohnW_BrokenGovernment_NF.txt",NON,English,Mixed Genre,2007,Dean,JohnW,BrokenGovernment,93743,91,33.3249200142,5.0853826721,-2.1858,0.12666,-2.7735,4.05,https://www.goodreads.com/search?q=+Broken+Government
"2007_Denfeld,Rene_AllGodsChildren_NF.txt",NON,English,Mixed Genre,2007,Denfeld,Rene,AllGodsChildren,107326,70,17.1529486975,4.4950888147,-2.2294,0.14066,-2.8488,3.7,https://www.goodreads.com/search?q=Rene+Denfeld+All+Gods+Children
"2007_deRosnay,Tatiana_SarahsKey_BS.txt",FIC,English,Unkown,2007,Tatiana,deRosnay,SarahsKey,111389,55,11.4715756952,4.148849842,-2.2515,0.2476,-2.993,4.17,https://www.goodreads.com/search?q=+Sarahs+Key
"2007_Diaz,Junot_TheBriefWondrousLifeofOscarWao_BS.txt",FIC,English,Unkown,2007,Junot,Diaz,TheBriefWondrousLifeofOscarWao,111847,68,18.1894617011,4.1971898022,-2.3437,0.16394,-3.0028,3.89,https://www.goodreads.com/search?q=+The+Brief+Wondrous+Lifeof+Oscar+Wao
"2007_Eisenberg,Deborah_TwilightoftheSuperheroes_PW.txt",FIC,English,Unkown,2007,Eisenberg,Deborah,TwilightoftheSuperheroes,76486,63,15.3555510942,4.2652680578,-2.2717,0.16053,-2.8644,3.62,https://www.goodreads.com/search?q=+Twilightofthe+Superheroes
"2007_Epstein,Helen_InvisibleCure_NF.txt",NON,English,Mixed Genre,2007,Epstein,Helen,InvisibleCure,111779,64,25.5962903595,4.7652080892,-2.1883,0.13288,-2.8404,4.11,https://www.goodreads.com/search?q=Helen+Epstein+Invisible+Cure
"2007_Ferris,Joshua_ThenWeCame_PW.txt",FIC,English,Unkown,2007,Ferris,Joshua,ThenWeCame,161684,52,15.9829972321,4.1341764389,-2.1652,0.25309,-2.9838,3.46,https://www.goodreads.com/search?q=Joshua+Ferris+Then+We+Came
"2007_Follett,Ken_WorldWithoutEnd_BS.txt",FIC,English,Unkown,2007,Ken,Follett,WorldWithoutEnd,524610,209,14.1916896608,4.2401089921,-2.2162,0.27763,-3.5764,4.28,https://www.goodreads.com/search?q=Follett+Ken+World+Without+End
"2007_Gdula,Steven_WarmestRoomintheHouse_NF.txt",NON,English,Mixed Genre,2007,Gdula,Steven,WarmestRoomintheHouse,104644,49,27.5741765481,4.8188281309,-2.1564,0.16132,-2.7713,3.15,https://www.goodreads.com/search?q=+Warmest+Roominthe+House
"2007_Gowdy,Barbara_Helpless_PW.txt",FIC,English,Unkown,2007,Gowdy,Barbara,Helpless,104890,32,13.0362913249,4.0973984622,-2.2554,0.2771,-3.0016,3.38,https://www.goodreads.com/search?q=Barbara+Gowdy+Helpless
"2007_Grimm,Sarah_AfterMidnight_ROM.txt",FIC,English,Romance,2007,Grimm,Sarah,AfterMidnight,99609,26,12.3247958426,4.0832119132,-2.3143,0.30469,-3.0786,3.75,https://www.goodreads.com/search?q=Sarah+Grimm+After+Midnight
"2007_Hamid,Mohsin_ReluctantFund_PW.txt",FIC,English,Unkown,2007,Hamid,Mohsin,ReluctantFund,50083,7,22.0435739437,4.2465251866,-2.3663,0.25705,-3.0064,3.72,https://www.goodreads.com/search?q=+Reluctant+Fund
"2007_Hay,Elizabeth_LateNights_PW.txt",FIC,English,Unkown,2007,Hay,Elizabeth,LateNights,118225,27,16.957114171,4.2449582736,-2.3329,0.21903,-3.0433,3.57,https://www.goodreads.com/search?q=Elizabeth+Hay+Late+Nights
"2007_Hempel,Amy_TheCollectedStoriesofAmyHempel_PW.txt",FIC,English,Unkown,2007,Hempel,Amy,TheCollectedStoriesofAmyHempel,123850,67,17.0287364224,4.0102617702,-2.2692,0.14541,-2.9245,4.26,https://www.goodreads.com/search?q=+The+Collected+Storiesof+Amy+Hempel
"2007_Higashida,Naoki_TheReasonIJump_ME.txt",NON,English,Memoir,2007,Higashida,Naoki,TheReasonIJump,22676,6,17.024024024,3.9686300599,-2.3638,0.064771,-2.762,3.83,https://www.goodreads.com/search?q=Naoki+Higashida+The+Reason+I+Jump
"2007_Hosseini,Khaled_AThousandSplendid_BS.txt",FIC,English,Unkown,2007,Khaled,Hosseini,AThousandSplendid,129547,51,13.8109808102,4.2314793965,-2.2521,0.19506,-2.9638,4.4,https://www.goodreads.com/search?q=Hosseini+Khaled+A+Thousand+Splendid
